Birth Rate,Business Tax Rate,CO2 Emissions,Above Threshold?,GDP per Capita,Birth Rate Bin,Life Expectancy,Ease of Business (clusters),Country,Days to Start Business,Ease of Business,Energy Usage,GDP per Capita (bin),GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
2.1%,0.348,6476,Below Threshold,"$3,341",1.5-3%,72,Moderate,El Salvador,17,,4214,$0,$21B,6.8%,$228,320,1.6%,12%,,76,67,122%,1,33%,60%,0.068,6.2M,63.8%,The Americas,$1B,$0B,12/1/2009
1.6%,,557,Below Threshold,"$22,508",1.5-3%,71,Not Clustered,Greenland,,,,"$18,752",$1B,,,,,63%,,73,68,95%,1,,,,0.1M,84.1%,The Americas,,,12/1/2009
1.9%,0.453,253,Below Threshold,"$7,397",1.5-3%,73,Moderate,Grenada,20,,,"$4,688",$1B,6.2%,$462,140,1.2%,24%,0.11,75,70,110%,1,28%,65%,0.073,0.1M,35.7%,The Americas,$0B,$0B,12/1/2009
3.3%,0.409,11844,Below Threshold,"$2,697",Above 3%,71,Friendly,Guatemala,37,,9318,$0,$38B,7.1%,$190,344,2.9%,9%,0.138,74,67,124%,1,42%,54%,0.044,14.0M,48.9%,The Americas,$1B,$1B,12/1/2009
2.2%,0.388,1555,Below Threshold,"$2,593",1.5-3%,66,Moderate,Guyana,30,,,$0,$2B,6.4%,$165,288,3.3%,24%,0.145,68,63,63%,1,38%,59%,0.033,0.8M,28.2%,The Americas,$0B,$0B,12/1/2009
2.7%,0.404,2263,Below Threshold,$674,1.5-3%,62,Low,Haiti,195,,2732,$0,$7B,6.5%,$43,184,6.0%,8%,0.173,63,60,37%,1,37%,59%,0.044,9.8M,50.5%,The Americas,$0B,$0B,12/1/2009
2.7%,0.441,7866,Below Threshold,"$1,953",1.5-3%,73,Moderate,Honduras,14,,4453,$0,$15B,9.1%,$173,224,2.2%,10%,0.194,75,70,112%,1,37%,58%,0.043,7.5M,51.1%,The Americas,$1B,$0B,12/1/2009
1.6%,0.499,8592,Below Threshold,"$4,522",1.5-3%,73,Friendly,Jamaica,8,,3022,$0,$12B,5.2%,$229,414,1.6%,24%,0.164,75,70,108%,1,30%,63%,0.078,2.7M,53.6%,The Americas,$2B,$0B,12/1/2009
2.0%,0.51,446237,Below Threshold,"$7,690",1.5-3%,77,Very Friendly,Mexico,11,,175752,"$4,688",$895B,6.4%,$526,517,1.5%,26%,0.071,79,74,72%,1,31%,64%,0.058,116.4M,77.5%,The Americas,$13B,$9B,12/1/2009
2.4%,0.632,4496,Below Threshold,"$1,459",1.5-3%,74,Moderate,Nicaragua,39,,2903,$0,$8B,7.7%,$109,240,2.3%,7%,0.14,77,70,58%,1,35%,60%,0.045,5.7M,57.0%,The Americas,$0B,$0B,12/1/2009
2.1%,0.438,8636,Below Threshold,"$7,170",1.5-3%,77,Friendly,Panama,12,,3367,"$4,688",$26B,8.1%,$541,482,1.7%,39%,0.082,80,74,168%,1,30%,64%,0.066,3.6M,64.8%,The Americas,$2B,$1B,12/1/2009
2.5%,0.35,4518,Below Threshold,"$2,510",1.5-3%,72,Moderate,Paraguay,35,,4476,$0,$16B,7.5%,$187,328,2.1%,19%,0.283,74,70,89%,1,34%,61%,0.051,6.3M,58.3%,The Americas,$0B,$0B,12/1/2009
2.1%,0.372,47356,Below Threshold,"$4,189",1.5-3%,74,Very Friendly,Peru,41,,17200,$0,$121B,5.3%,$234,380,1.6%,31%,0.21,76,71,85%,1,30%,64%,0.059,28.9M,76.6%,The Americas,$2B,$1B,12/1/2009
1.2%,0.606,,Below Threshold,"$25,769",Below 1.5%,78,Very Friendly,Puerto Rico,7,,,"$23,440",$96B,,,218,,42%,,82,74,73%,1,21%,66%,0.128,3.7M,93.9%,The Americas,$3B,$1B,12/1/2009
,,,Below Threshold,,Above 3%,76,Not Clustered,Sint Maarten (Dutch part),,,,,,,,,,,,78,73,,1,,,,0.0M,100.0%,The Americas,$1B,$0B,12/1/2009
,0.525,260,Below Threshold,"$13,703",Above 3%,,Friendly,St. Kitts and Nevis,19,,,"$9,376",$1B,5.0%,$686,155,0.9%,69%,0.088,,,146%,1,,,,0.1M,31.8%,The Americas,$0B,$0B,12/1/2009
1.7%,0.344,385,Below Threshold,"$6,735",1.5-3%,75,Friendly,St. Lucia,14,,,"$4,688",$1B,8.1%,$537,92,1.4%,36%,0.106,77,72,108%,1,26%,66%,0.083,0.2M,19.2%,The Americas,$0B,$0B,12/1/2009
1.7%,,,Below Threshold,,1.5-3%,79,Not Clustered,St. Martin (French part),,,,,,,,,,,,82,75,,1,,,,0.0M,,The Americas,,,12/1/2009
1.7%,0.41,202,Below Threshold,"$6,177",1.5-3%,72,Friendly,St. Vincent and the Grenadines,11,,,"$4,688",$1B,5.1%,$317,111,1.9%,31%,0.092,74,70,111%,1,27%,66%,0.068,0.1M,48.4%,The Americas,$0B,$0B,12/1/2009
1.9%,0.279,2468,Below Threshold,"$7,450",1.5-3%,70,Low,Suriname,694,,,"$4,688",$4B,6.1%,$457,199,2.3%,31%,0.117,73,67,147%,1,29%,65%,0.064,0.5M,66.4%,The Americas,$0B,$0B,12/1/2009
1.5%,0.331,48177,Below Threshold,"$14,618",1.5-3%,70,Friendly,Trinidad and Tobago,43,,20277,"$14,064",$19B,6.1%,$887,210,2.1%,44%,0.119,73,66,140%,1,21%,71%,0.081,1.3M,9.2%,The Americas,$1B,$0B,12/1/2009
,,161,Below Threshold,,Above 3%,,Not Clustered,Turks and Caicos Islands,,,,,,,,,,,,,,,1,,,,0.0M,89.8%,The Americas,,,12/1/2009
1.4%,0.461,5311840,Above Threshold,"$46,999",Below 1.5%,79,Very Friendly,United States,5,,2164458,"$46,880","$14,418B",17.7%,"$8,009",187,0.6%,71%,0.033,81,76,89%,1,20%,67%,0.128,306.8M,80.6%,The Americas,$150B,$106B,12/1/2009
1.5%,0.419,7891,Below Threshold,"$9,065",1.5-3%,77,Friendly,Uruguay,65,,4134,"$4,688",$30B,8.9%,$803,336,1.1%,42%,0.153,80,73,122%,1,23%,63%,0.138,3.4M,94.2%,The Americas,$1B,$0B,12/1/2009
2.1%,0.604,185341,Below Threshold,"$11,525",1.5-3%,74,Low,"Venezuela, RB",141,,69597,"$9,376",$329B,5.8%,$665,864,1.4%,33%,0.199,77,71,98%,1,30%,65%,0.055,28.6M,88.7%,The Americas,$1B,$2B,12/1/2009
1.2%,,,Below Threshold,,Below 1.5%,79,Not Clustered,Virgin Islands (U.S.),,,,,,,,,,27%,,82,76,,1,21%,66%,0.13,0.1M,94.4%,The Americas,$1B,,12/1/2009
2.5%,0.72,123475,Below Threshold,"$4,350",1.5-3%,71,Low,Algeria,25,,40105,$0,$161B,4.2%,$181,451,2.4%,13%,0.08,72,69,88%,1,27%,68%,0.047,37.1M,67.5%,Africa,$0B,$1B,12/1/2010
4.6%,0.521,30418,Below Threshold,"$4,219",Above 3%,51,Low,Angola,66,,13378,$0,$82B,3.4%,$144,282,11.0%,10%,0.225,52,49,48%,1,48%,50%,0.024,19.5M,40.1%,Africa,$1B,$0B,12/1/2010
3.8%,0.659,5189,Below Threshold,$690,Above 3%,59,Low,Benin,31,,3653,$0,$7B,4.3%,$30,270,6.2%,3%,,60,57,74%,1,43%,54%,0.029,9.5M,41.9%,Africa,$0B,$0B,12/1/2010
2.4%,0.195,5233,Below Threshold,"$6,980",1.5-3%,47,Friendly,Botswana,60,,2263,"$4,688",$14B,5.6%,$394,152,4.0%,6%,0.115,46,47,120%,1,34%,62%,0.035,2.0M,56.2%,Africa,$0B,$0B,12/1/2010
4.3%,0.448,1683,Below Threshold,$593,Above 3%,55,Low,Burkina Faso,14,,,$0,$9B,7.4%,$41,270,7.0%,2%,,56,54,37%,1,46%,52%,0.025,15.5M,25.7%,Africa,$0B,$0B,12/1/2010
4.5%,1.545,308,Below Threshold,$220,Above 3%,53,Low,Burundi,13,,,$0,$2B,8.8%,$19,211,6.1%,1%,0.124,54,51,18%,1,44%,54%,0.025,9.2M,10.6%,Africa,$0B,$0B,12/1/2010
3.9%,0.488,7235,Below Threshold,"$1,091",Above 3%,54,Low,Cameroon,19,,6944,$0,$22B,5.3%,$57,654,6.6%,4%,,55,53,42%,1,43%,53%,0.032,20.6M,51.5%,Africa,$0B,$0B,12/1/2010
3.5%,2.038,264,Below Threshold,$457,Above 3%,48,Low,Central African Republic,23,,,$0,$2B,3.9%,$18,504,10.3%,2%,,50,46,23%,1,41%,56%,0.039,4.3M,38.8%,Africa,$0B,$0B,12/1/2010
4.7%,0.758,469,Below Threshold,$909,Above 3%,50,Low,Chad,64,,,$0,$11B,4.0%,$29,732,9.4%,2%,,51,49,25%,1,49%,49%,0.025,11.7M,22.0%,Africa,,,12/1/2010
3.7%,2.179,139,Below Threshold,$795,Above 3%,61,Low,Comoros,22,,,$0,$1B,3.4%,$27,100,6.3%,5%,0.105,62,59,24%,1,42%,55%,0.029,0.7M,27.9%,Africa,$0B,$0B,12/1/2010
4.4%,3.391,3040,Below Threshold,$330,Above 3%,49,Low,"Congo, Dem. Rep.",84,,23766,$0,$21B,7.0%,$15,336,9.2%,1%,0.565,51,47,19%,1,46%,52%,0.028,62.2M,39.9%,Africa,$0B,$0B,12/1/2010
3.9%,0.663,2028,Below Threshold,"$2,920",Above 3%,58,Low,"Congo, Rep.",161,,1511,$0,$12B,2.3%,$67,606,4.2%,5%,,59,56,90%,1,42%,54%,0.034,4.1M,63.2%,Africa,,,12/1/2010
3.7%,0.442,5805,Below Threshold,"$1,208",Above 3%,50,Low,Cote d'Ivoire,40,,9800,$0,$23B,6.9%,$83,270,7.7%,2%,,50,49,82%,1,42%,55%,0.031,19.0M,50.6%,Africa,$0B,$1B,12/1/2010
2.8%,0.378,539,Below Threshold,"$1,353",1.5-3%,61,Low,Djibouti,37,,,$0,$1B,8.8%,$111,90,6.2%,7%,0.103,62,59,20%,1,34%,62%,0.037,0.8M,77.0%,Africa,$0B,$0B,12/1/2010
2.4%,0.426,204776,Below Threshold,"$2,804",1.5-3%,71,Moderate,"Egypt, Arab Rep.",8,,73575,$0,$219B,4.8%,$126,433,2.0%,31%,0.11,73,68,91%,1,32%,63%,0.055,78.1M,43.0%,Africa,$14B,$3B,12/1/2010
3.7%,0.441,4679,Below Threshold,"$16,643",Above 3%,52,Low,Equatorial Guinea,135,,,"$14,064",$12B,4.3%,$757,492,7.6%,6%,,53,50,57%,1,39%,58%,0.029,0.7M,39.2%,Africa,,,12/1/2010
3.8%,0.845,513,Below Threshold,$369,Above 3%,62,Low,Eritrea,84,,745,$0,$2B,3.2%,$12,216,3.9%,1%,,64,59,3%,1,43%,55%,0.021,5.7M,20.6%,Africa,,,12/1/2010
3.5%,0.303,6494,Below Threshold,$337,Above 3%,62,Moderate,Ethiopia,15,,33250,$0,$29B,4.7%,$14,198,5.1%,1%,,63,60,8%,1,44%,52%,0.033,87.1M,17.3%,Africa,$1B,$0B,12/1/2010
3.3%,0.435,2574,Below Threshold,"$9,362",Above 3%,62,Low,Gabon,57,,1984,"$4,688",$15B,3.5%,$322,488,4.3%,7%,,63,61,104%,1,39%,56%,0.053,1.6M,85.7%,Africa,,,12/1/2010
4.3%,2.921,473,Below Threshold,$566,Above 3%,58,Low,"Gambia, The",27,,,$0,$1B,4.7%,$27,376,5.2%,9%,0.27,59,57,88%,1,46%,52%,0.025,1.7M,56.3%,Africa,$0B,$0B,12/1/2010
3.2%,0.325,8999,Below Threshold,"$1,326",Above 3%,61,Friendly,Ghana,12,,10011,$0,$32B,5.3%,$70,224,5.5%,8%,,62,60,72%,1,39%,58%,0.035,24.3M,50.7%,Africa,$1B,$1B,12/1/2010
3.8%,0.879,1236,Below Threshold,$435,Above 3%,56,Low,Guinea,40,,,$0,$5B,6.2%,$27,416,7.1%,1%,,56,55,37%,1,43%,54%,0.032,10.9M,34.9%,Africa,$0B,$0B,12/1/2010
3.9%,0.459,238,Below Threshold,$527,Above 3%,54,Low,Guinea-Bissau,216,,,$0,$1B,7.1%,$38,208,8.5%,3%,,55,52,43%,1,42%,55%,0.03,1.6M,45.2%,Africa,$0B,$0B,12/1/2010
3.7%,0.493,12427,Below Threshold,$793,Above 3%,60,Moderate,Kenya,33,,19719,$0,$32B,4.4%,$35,393,5.2%,14%,0.144,61,58,61%,1,43%,55%,0.026,40.9M,23.6%,Africa,$2B,$0B,12/1/2010
2.8%,0.196,18,Below Threshold,"$1,083",1.5-3%,48,Moderate,Lesotho,40,,,$0,$2B,10.8%,$118,324,7.7%,4%,0.112,48,47,49%,1,38%,58%,0.043,2.0M,24.8%,Africa,$0B,$0B,12/1/2010
3.7%,0.429,799,Below Threshold,$327,Above 3%,60,Low,Liberia,20,,,$0,$1B,13.1%,$43,141,6.0%,2%,0.142,60,59,40%,1,43%,54%,0.031,4.0M,47.8%,Africa,$0B,$0B,12/1/2010
2.2%,,59035,Below Threshold,"$12,375",1.5-3%,75,Low,Libya,,,21611,"$9,376",$75B,3.3%,$389,,1.4%,14%,0.06,77,73,180%,1,29%,66%,0.046,6.0M,77.6%,Africa,$0B,$2B,12/1/2010
3.5%,0.377,2013,Below Threshold,$413,Above 3%,64,Moderate,Madagascar,7,,,$0,$9B,4.5%,$19,201,4.4%,2%,0.49,65,62,37%,1,43%,54%,0.028,21.1M,31.9%,Africa,$1B,$0B,12/1/2010
4.1%,0.259,1239,Below Threshold,$360,Above 3%,54,Low,Malawi,39,,,$0,$5B,8.5%,$30,157,5.3%,2%,0.246,54,53,21%,1,46%,51%,0.031,15.0M,15.5%,Africa,$0B,$0B,12/1/2010
4.8%,0.514,623,Below Threshold,$674,Above 3%,54,Low,Mali,8,,,$0,$9B,6.9%,$46,270,8.3%,2%,,54,54,53%,1,47%,50%,0.029,14.0M,36.0%,Africa,$0B,$0B,12/1/2010
3.5%,0.682,2215,Below Threshold,$977,Above 3%,62,Low,Mauritania,19,,,$0,$4B,6.0%,$58,696,7.0%,4%,0.17,63,60,77%,1,41%,56%,0.031,3.6M,56.7%,Africa,,,12/1/2010
1.2%,0.272,4118,Below Threshold,"$7,587",Below 1.5%,73,Very Friendly,Mauritius,6,,,"$4,688",$10B,5.4%,$427,161,1.3%,28%,0.089,77,69,97%,1,21%,71%,0.077,1.3M,40.6%,Africa,$2B,$0B,12/1/2010
2.2%,0.496,50608,Below Threshold,"$2,869",1.5-3%,70,Friendly,Morocco,12,,16183,$0,$91B,5.9%,$168,358,2.9%,52%,,72,68,101%,1,28%,67%,0.05,31.6M,57.7%,Africa,$8B,$2B,12/1/2010
4.1%,0.375,2882,Below Threshold,$387,Above 3%,49,Moderate,Mozambique,13,,9875,$0,$9B,5.7%,$22,230,7.2%,4%,0.163,50,48,30%,1,45%,51%,0.032,24.0M,31.0%,Africa,$0B,$0B,12/1/2010
2.7%,0.223,3176,Below Threshold,"$5,113",1.5-3%,63,Friendly,Namibia,66,,1552,"$4,688",$11B,8.2%,$416,339,3.8%,12%,0.097,65,60,90%,1,38%,59%,0.034,2.2M,41.6%,Africa,$1B,$0B,12/1/2010
5.0%,0.465,1412,Below Threshold,$360,Above 3%,57,Low,Niger,17,,,$0,$6B,6.9%,$24,270,6.6%,1%,,57,57,23%,1,50%,48%,0.026,15.9M,17.6%,Africa,$0B,,12/1/2010
4.2%,0.322,78910,Below Threshold,"$2,311",Above 3%,52,Moderate,Nigeria,25,,115138,$0,$369B,5.6%,$80,938,8.2%,24%,0.176,52,51,55%,1,44%,53%,0.027,159.7M,43.5%,Africa,$1B,$8B,12/1/2010
3.7%,0.31,594,Below Threshold,$519,Above 3%,63,Friendly,Rwanda,3,,,$0,$6B,10.8%,$56,148,4.4%,8%,0.167,64,61,33%,1,45%,53%,0.023,10.8M,24.0%,Africa,$0B,$0B,12/1/2010
3.6%,0.333,99,Below Threshold,"$1,128",Above 3%,66,Low,Sao Tome and Principe,144,,,$0,$0B,7.1%,$86,424,4.0%,19%,0.289,68,64,58%,1,42%,55%,0.036,0.2M,61.9%,Africa,$0B,$0B,12/1/2010
3.9%,0.455,7059,Below Threshold,$999,Above 3%,63,Low,Senegal,9,,3426,$0,$13B,4.8%,$48,666,4.7%,16%,,64,61,64%,1,44%,53%,0.031,13.0M,42.2%,Africa,$0B,$0B,12/1/2010
1.7%,0.441,704,Below Threshold,"$10,843",1.5-3%,74,Friendly,Seychelles,39,,,"$9,376",$1B,3.7%,$394,76,1.2%,41%,0.127,78,69,129%,1,22%,70%,0.076,0.1M,52.3%,Africa,$0B,$0B,12/1/2010
3.8%,2.352,689,Above Threshold,$448,Above 3%,45,Moderate,Sierra Leone,12,,,$0,$3B,15.4%,$69,357,11.4%,1%,0.213,45,45,35%,1,42%,55%,0.026,5.8M,38.2%,Africa,$0B,$0B,12/1/2010
4.5%,,609,Below Threshold,,Above 3%,54,Not Clustered,Somalia,,,,,,,,,9.7%,,,56,52,7%,1,48%,50%,0.028,9.6M,37.3%,Africa,,,12/1/2010
2.2%,0.3,460124,Below Threshold,"$7,176",1.5-3%,55,Very Friendly,South Africa,22,,142291,"$4,688",$365B,8.7%,$615,200,3.5%,24%,0.098,56,53,98%,1,30%,65%,0.052,50.9M,62.2%,Africa,$10B,$8B,12/1/2010
3.7%,,,Below Threshold,"$1,644",Above 3%,53,Low,South Sudan,,,,$0,$16B,2.1%,$32,,7.1%,,,54,52,,1,43%,54%,0.034,9.9M,17.9%,Africa,,,12/1/2010
3.5%,0.361,14173,Below Threshold,"$1,841",Above 3%,62,Moderate,Sudan,36,,16605,$0,$66B,6.5%,$119,180,5.5%,17%,,63,60,42%,1,42%,55%,0.031,35.7M,33.1%,Africa,$0B,$1B,12/1/2010
3.1%,0.365,1023,Below Threshold,"$3,262",Above 3%,49,Moderate,Swaziland,56,,,$0,$4B,8.4%,$261,104,6.3%,11%,0.098,48,49,61%,1,39%,58%,0.033,1.2M,21.5%,Africa,$0B,$0B,12/1/2010
4.1%,0.444,6846,Below Threshold,$510,Above 3%,59,Moderate,Tanzania,26,,20043,$0,$23B,7.2%,$37,172,4.1%,3%,0.145,60,58,47%,1,45%,52%,0.031,45.0M,28.1%,Africa,$1B,$1B,12/1/2010
3.7%,0.503,1540,Below Threshold,$503,Above 3%,56,Low,Togo,84,,2692,$0,$3B,7.5%,$37,270,6.1%,3%,,56,55,41%,1,42%,55%,0.027,6.3M,37.5%,Africa,$0B,$0B,12/1/2010
1.9%,0.623,25878,Below Threshold,"$4,176",1.5-3%,75,Very Friendly,Tunisia,11,,9674,$0,$44B,6.7%,$282,144,1.5%,37%,,77,73,105%,1,24%,70%,0.069,10.5M,65.9%,Africa,$3B,$1B,12/1/2010
4.5%,0.35,3784,Below Threshold,$472,Above 3%,57,Moderate,Uganda,24,,,$0,$16B,9.2%,$43,161,5.1%,13%,0.202,58,56,38%,1,49%,49%,0.024,34.0M,14.5%,Africa,$1B,$0B,12/1/2010
4.3%,0.143,2428,Below Threshold,"$1,225",Above 3%,55,Friendly,Zambia,18,,8054,$0,$16B,6.1%,$75,183,6.4%,10%,0.209,56,53,41%,1,47%,50%,0.027,13.2M,38.7%,Africa,$0B,$0B,12/1/2010
3.2%,0.391,9428,Below Threshold,$723,Above 3%,54,Low,Zimbabwe,90,,9000,$0,$9B,,,242,5.9%,12%,,54,53,59%,1,41%,55%,0.04,13.1M,33.2%,Africa,$1B,,12/1/2010
3.8%,0.363,8236,Below Threshold,$561,Above 3%,60,Low,Afghanistan,7,,,$0,$16B,8.7%,$43,275,7.5%,4%,0.157,61,58,46%,1,49%,49%,0.022,28.4M,24.7%,Asia,$0B,$0B,12/1/2010
1.4%,0.386,4221,Below Threshold,"$3,125",Below 1.5%,75,Very Friendly,Armenia,14,,2483,$0,$9B,4.6%,$143,581,1.6%,25%,0.192,78,71,130%,1,21%,69%,0.105,3.0M,63.6%,Asia,$0B,$0B,12/1/2010
1.8%,0.409,45731,Below Threshold,"$5,843",1.5-3%,71,Friendly,Azerbaijan,8,,11586,"$4,688",$53B,5.3%,$310,306,3.4%,46%,0.207,74,67,100%,1,23%,71%,0.059,9.1M,53.4%,Asia,$1B,$1B,12/1/2010
2.1%,0.35,56153,Below Threshold,$664,1.5-3%,70,Moderate,Bangladesh,19,,30756,$0,$100B,3.7%,$24,302,3.9%,4%,0.13,70,69,45%,1,32%,64%,0.046,151.1M,30.5%,Asia,$0B,$1B,12/1/2010
2.1%,0.408,477,Below Threshold,"$2,211",1.5-3%,67,Low,Bhutan,46,,,$0,$2B,4.1%,$90,274,3.4%,14%,0.14,67,67,55%,1,30%,66%,0.045,0.7M,34.8%,Asia,$0B,$0B,12/1/2010
1.7%,0.173,9160,Below Threshold,"$30,880",1.5-3%,78,Friendly,Brunei Darussalam,105,,3240,"$28,128",$12B,2.7%,$844,144,0.8%,53%,0.055,80,76,109%,1,27%,70%,0.037,0.4M,75.5%,Asia,,,12/1/2010
2.6%,0.214,4180,Below Threshold,$783,1.5-3%,71,Moderate,Cambodia,102,,5024,$0,$11B,5.8%,$46,173,3.7%,1%,,73,68,57%,1,32%,63%,0.05,14.4M,19.8%,Asia,$1B,$0B,12/1/2010
1.2%,0.635,8286892,Below Threshold,"$4,433",Below 1.5%,75,Friendly,China,38,,2516731,$0,"$5,931B",5.0%,$216,358,1.4%,34%,0.058,76,74,63%,1,18%,74%,0.084,"1,337.7M",49.2%,Asia,$50B,$60B,12/1/2010
1.4%,0.153,6241,Below Threshold,"$2,614",Below 1.5%,74,Very Friendly,Georgia,3,,3122,$0,$12B,10.1%,$267,387,1.5%,27%,0.158,77,70,91%,1,17%,69%,0.142,4.5M,52.9%,Asia,$1B,$0B,12/1/2010
1.3%,0.23,36289,Below Threshold,"$32,550",Below 1.5%,83,Very Friendly,"Hong Kong SAR, China",6,,13838,"$28,128",$229B,,,80,,72%,0.05,86,80,196%,1,12%,75%,0.129,7.0M,100.0%,Asia,$27B,$18B,12/1/2010
2.1%,0.649,2008823,Below Threshold,"$1,417",1.5-3%,66,Moderate,India,29,,723743,$0,"$1,708B",3.7%,$52,258,4.6%,8%,0.083,67,64,62%,1,30%,65%,0.051,"1,205.6M",30.9%,Asia,$14B,$10B,12/1/2010
2.0%,0.322,433989,Below Threshold,"$2,947",1.5-3%,70,Moderate,Indonesia,50,,211296,$0,$709B,2.9%,$86,266,2.7%,11%,0.133,72,68,88%,1,30%,65%,0.05,240.7M,49.9%,Asia,$8B,$8B,12/1/2010
0.9%,0.476,1170715,Below Threshold,"$43,118",Below 1.5%,83,Very Friendly,Japan,22,,499092,"$42,192","$5,495B",9.6%,"$4,115",355,0.2%,78%,0.016,86,80,97%,1,13%,64%,0.23,127.5M,90.5%,Asia,$15B,$39B,12/1/2010
2.3%,0.286,248729,Below Threshold,"$9,071",1.5-3%,69,Friendly,Kazakhstan,19,,74443,"$4,688",$148B,4.3%,$398,271,1.9%,32%,,73,64,122%,1,25%,68%,0.067,16.3M,53.7%,Asia,$1B,$1B,12/1/2010
1.4%,,71624,Below Threshold,,Below 1.5%,69,Not Clustered,"Korea, Dem. Rep.",,,18794,,,,,,2.5%,,,72,66,2%,1,23%,69%,0.088,24.5M,60.2%,Asia,,,12/1/2010
0.9%,0.288,567567,Below Threshold,"$22,151",Below 1.5%,81,Very Friendly,"Korea, Rep.",14,,249964,"$18,752","$1,094B",7.3%,"$1,498",250,0.4%,84%,0.055,84,77,105%,1,16%,73%,0.111,49.4M,81.9%,Asia,$14B,$21B,12/1/2010
2.7%,0.306,6399,Below Threshold,$880,1.5-3%,70,Friendly,Kyrgyz Republic,10,,2805,$0,$5B,6.7%,$60,202,2.7%,18%,0.315,74,65,99%,1,30%,66%,0.044,5.4M,35.3%,Asia,$0B,$0B,12/1/2010
2.8%,0.323,1874,Below Threshold,"$1,123",1.5-3%,67,Low,Lao PDR,93,,,$0,$7B,2.6%,$29,362,5.9%,7%,0.226,68,66,63%,1,37%,60%,0.037,6.4M,33.1%,Asia,$0B,$0B,12/1/2010
0.9%,,1030,Below Threshold,"$53,046",Below 1.5%,80,Not Clustered,"Macao SAR, China",,,,"$51,568",$28B,,,,,55%,0.053,82,77,210%,1,13%,80%,0.072,0.5M,100.0%,Asia,$28B,$1B,12/1/2010
1.8%,0.337,216804,Below Threshold,"$8,754",1.5-3%,75,Very Friendly,Malaysia,17,,72645,"$4,688",$248B,4.0%,$345,145,0.7%,56%,0.05,77,72,120%,1,28%,68%,0.048,28.3M,70.9%,Asia,$18B,$8B,12/1/2010
2.2%,0.093,1074,Below Threshold,"$6,552",1.5-3%,77,Friendly,Maldives,9,,,"$4,688",$2B,5.8%,$379,,1.1%,27%,0.104,78,76,152%,1,30%,65%,0.05,0.3M,40.0%,Asia,$2B,$0B,12/1/2010
2.3%,0.243,11511,Below Threshold,"$2,286",1.5-3%,67,Friendly,Mongolia,13,,3454,$0,$6B,6.3%,$143,192,2.9%,10%,0.201,71,63,93%,1,27%,69%,0.038,2.7M,67.6%,Asia,$0B,$0B,12/1/2010
1.8%,,8995,Below Threshold,,1.5-3%,65,Low,Myanmar,,,13997,,,1.9%,$15,,4.4%,0%,0.17,67,63,1%,1,26%,69%,0.051,51.9M,31.4%,Asia,$0B,$0B,12/1/2010
2.3%,0.317,3755,Below Threshold,$596,1.5-3%,67,Moderate,Nepal,31,,10218,$0,$16B,5.9%,$36,338,3.6%,8%,0.08,68,66,34%,1,37%,58%,0.049,26.8M,16.8%,Asia,$0B,$1B,12/1/2010
2.7%,0.309,161396,Below Threshold,"$1,023",1.5-3%,66,Moderate,Pakistan,21,,84311,$0,$177B,3.0%,$30,560,7.3%,8%,0.14,67,65,57%,1,35%,60%,0.043,173.1M,36.6%,Asia,$1B,$1B,12/1/2010
2.5%,0.438,81591,Below Threshold,"$2,136",1.5-3%,69,Moderate,Philippines,37,,40512,$0,$200B,4.2%,$90,195,2.5%,25%,0.077,72,65,89%,1,35%,61%,0.037,93.4M,45.3%,Asia,$3B,$4B,12/1/2010
0.9%,0.254,13520,Below Threshold,"$46,570",Below 1.5%,82,Very Friendly,Singapore,3,,34280,"$42,192",$236B,4.1%,"$1,893",84,0.2%,71%,0.054,84,79,145%,1,17%,74%,0.09,5.1M,100.0%,Asia,$14B,$19B,12/1/2010
1.8%,0.966,12710,Below Threshold,"$2,400",1.5-3%,74,Friendly,Sri Lanka,37,,9844,$0,$50B,3.4%,$82,256,0.9%,12%,0.102,77,71,84%,1,25%,67%,0.078,20.7M,18.3%,Asia,$1B,$1B,12/1/2010
3.3%,0.84,2860,Below Threshold,$740,Above 3%,67,Moderate,Tajikistan,27,,2370,$0,$6B,6.0%,$44,224,4.5%,12%,0.242,70,64,78%,1,36%,61%,0.033,7.6M,26.5%,Asia,$0B,$0B,12/1/2010
1.1%,0.369,295282,Below Threshold,"$4,803",Below 1.5%,74,Very Friendly,Thailand,32,,117429,"$4,688",$319B,3.8%,$183,264,1.3%,22%,0.059,77,71,108%,1,19%,72%,0.089,66.4M,44.1%,Asia,$24B,$7B,12/1/2010
3.6%,0.11,183,Below Threshold,$876,Above 3%,66,Low,Timor-Leste,110,,,$0,$1B,5.6%,$46,276,5.2%,0%,0.11,68,64,44%,1,47%,50%,0.031,1.1M,29.5%,Asia,$0B,$0B,12/1/2010
2.2%,,53054,Below Threshold,"$4,393",1.5-3%,65,Not Clustered,Turkmenistan,,,22675,$0,$22B,2.1%,$95,,5.1%,3%,,69,61,63%,1,29%,67%,0.041,5.0M,48.4%,Asia,,,12/1/2010
